id,song,artist,album,type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",Artist 2.0,audio_features,0.819,0.654,11,-6.665,0,0.136,0.517,0,0.0996,0.455,133.503
3OlQPhDTtTwxSghWt5ePLO,No Front,Comethazine,No Front,audio_features,0.576,0.61,1,-10.274,0,0.0464,0.000469,0,0.0822,0.164,140.005
62uolmVjOio9xIfwDM1ZvC,All Star (with Lil Tjay),"Lil Tecca, Lil Tjay",All Star,audio_features,0.782,0.644,1,-5.559,0,0.162,0.265,0,0.122,0.434,129.972
7gVwgc8b3XnO87TpmXXFA5,Diva (feat. Lil Tecca),"The Kid LAROI, Lil Tecca",Diva (feat. Lil Tecca),audio_features,0.686,0.703,6,-6.141,0,0.0606,0.00728,0,0.0946,0.457,144.902
0gRbbSuaaELTf26HXRByQH,Slide,Sada Baby,Skuba Sada 2,audio_features,0.829,0.751,9,-10.585,1,0.208,0.00211,0,0.0513,0.61,126.085
4Qp9qdNsa37wmvndhoFpS9,Like That,YSN Flow,Like That,audio_features,0.724,0.825,2,-4.038,1,0.0418,0.168,0,0.141,0.325,92.954
5RKd9fUJUA7ke35RhmYht0,No Go,Young Nudy,No Go,audio_features,0.8,0.697,0,-6.519,1,0.287,0.245,0,0.322,0.351,150.194
5MXmSSUJUOBubD7agTFlka,Number 1 (feat. Landon Cube),"Yung Pinch, Landon Cube",Number 1 (feat. Landon Cube),audio_features,0.473,0.787,4,-4.873,0,0.394,0.128,0,0.123,0.283,169.838
3LwWnLo70dAdSQU4oqz1Nt,Drip Jacker,"Lil Keed, Lil Yachty, Zaytoven, Lil Gotit",Drip Jacker,audio_features,0.915,0.727,0,-6.477,0,0.298,0.0221,0,0.0772,0.713,128.016
6LyAwkJsHlW7RQ8S1cYAtM,Overdue (with Travis Scott),"Metro Boomin, Travis Scott",NOT ALL HEROES WEAR CAPES (Deluxe),audio_features,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133
51EC3I1nQXpec4gDk0mQyP,90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",Rodeo (Expanded Edition),audio_features,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404
20dP2DaMHIAmwWAbp7peSr,pick up the phone,"Young Thug, Travis Scott",Birds In The Trap Sing McKnight,audio_features,0.711,0.739,7,-3.804,0,0.129,0.114,0,0.226,0.43,136.919
2QeQNF182V61Im0QpjdVta,Pornography,Travis Scott,Rodeo (Expanded Edition),audio_features,0.603,0.649,11,-5.887,1,0.117,0.105,0,0.712,0.343,128.815
3dtBVBClM5ms0qCBBrqpUb,Wasted (feat. Juicy J),"Travis Scott, Juicy J",Rodeo (Expanded Edition),audio_features,0.689,0.61,10,-9.004,0,0.217,0.0836,0,0.36,0.119,134.923
2alc8VZAzDgdAsL2QMk3hu,Skechers,DripReport,Skechers,audio_features,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008
1UxYmRBBJMMuzYcK9miSYs,They Call Me Tiago (Her Name Is Margo),Tiagz,They Call Me Tiago (Her Name Is Margo),audio_features,0.878,0.578,0,-7.581,1,0.0722,0.196,0.433,0.0965,0.148,100.996
1DAl49mec3YC7a3Yc86Gz2,Special (feat. Offset and Solo Lucci),"Young Thug, Offset, Solo Lucci",I'm Up,audio_features,0.91,0.499,8,-5.985,1,0.157,0.0813,0,0.0988,0.316,140.012
2WgyOP8Z1D6GQYumCwH4Dk,Monster,Lady Gaga,The Fame Monster (Deluxe Edition),audio_features,0.694,0.801,9,-4.503,0,0.0441,0.00124,0,0.479,0.646,119.969
0MgOsVty0YR1kas7x16yoS,Freaking Out The Neighborhood,Mac DeMarco,2,audio_features,0.573,0.819,8,-5.735,0,0.0866,0.061,0.029,0.386,0.832,143.263
57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",Nothing Happens,audio_features,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023
5JiH89mHrv9oWHlD0T326z,To Be So Lonely,Harry Styles,Fine Line,audio_features,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959
0VwUHGgi9xr7EXW6gUkcc9,Walked In,Ultradiox,Walked In,audio_features,0.891,0.538,2,-6.724,1,0.394,0.123,0,0.0848,0.643,80.032
4YpB6dVeCG1UTsk3MWbwKn,Pew Pew Pew,Auntie Hammy,Issa 22,audio_features,0.953,0.57,9,-6.996,1,0.228,0.116,0.000367,0.0489,0.369,130.018
3hWfKBt3n7j1xqIy6LA5ve,Astronomia,"Vicetone, Tony Igy",Astronomia,audio_features,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093
3H7ihDc1dqLriiWXwsc2po,Breaking Me,"Topic, A7S",Breaking Me,audio_features,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031
3H3r2nKWa3Yk5gt8xgmsEt,This City,Sam Fischer,This City,audio_features,0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877
5s6QMzY5oeVaOVJJsb59Tj,I'm Sorry,Swell,Theres Still Us,audio_features,0.944,0.541,6,-9.61,0,0.166,0.0879,0.000119,0.033,0.724,134.942
7dJTX26gYEl9eYwSN44IbL,Bust It Open,Lil Wil,"Dolla$, TX",audio_features,0.91,0.689,9,-6.032,1,0.105,0.0435,0,0.0978,0.891,149.989
3rKCDtV8UcF0RytSiXxypc,Get Up (feat. Chamillionaire),"Ciara, Chamillionaire",The Evolution,audio_features,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
29ZXwWOOLz9t5fa3eT3i7T,223's (feat. 9lokknine),"YNW Melly, 9lokknine",Melly vs. Melvin,audio_features,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998
0oufSLnKQDoBFX5mgkDCgR,Trust,Brent Faiyaz,Lost,audio_features,0.764,0.394,8,-8.559,1,0.154,0.224,8.71e-05,0.119,0.471,92.011
23TPP1eeElFfvYVznskwCY,Glitter,BENEE,FIRE ON MARZZ,audio_features,0.801,0.589,7,-5.157,1,0.0485,0.0863,0,0.162,0.58,116.934
5LKkteRQ1wWv7XCIEA5F2q,Psycho!,MASN,Psycho!,audio_features,0.868,0.365,7,-9.51,1,0.0383,0.433,0,0.207,0.471,114.979
3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,The Dutchess,audio_features,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082
2WOg6FT27iLtN8wetk69nP,Dirty Dancer,"Enrique Iglesias, Usher",Euphoria,audio_features,0.651,0.939,11,-3.606,1,0.0774,0.00604,0,0.139,0.733,133.05
0fIOacVe000P5pNhaKQlQw,Love Me Like You,Little Mix,Get Weird (Deluxe),audio_features,0.785,0.674,7,-3.936,1,0.043,0.208,0,0.284,0.848,106.058
6pmZMP2ET1OJi5rKfLO8jD,3:15,Bazzi,COSMIC,audio_features,0.651,0.654,1,-5.481,1,0.0466,0.385,0,0.181,0.539,141.975
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,Narrated For You,audio_features,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073
4cKyHIo4oIZTLW5MujF9nL,Tears (feat. Louisa Johnson),"Clean Bandit, Louisa",What Is Love? (Deluxe Edition),audio_features,0.43,0.741,5,-4.355,0,0.0583,0.0441,0,0.117,0.297,130.833
3uksXbaCYVWXLCZ2BYVgYY,My Life Is A Party - Radio Edit,ItaloBrothers,My Life Is A Party,audio_features,0.613,0.926,1,-5.352,1,0.409,0.051,0,0.0546,0.16,149.999
1ZDmxwg7Lywlx68b7SsJjj,MEGATRON,Nicki Minaj,MEGATRON,audio_features,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017
3aPkMnaq49WpMxY0KAKwBY,GTA San Andreas Theme (Remake),Ben Morfitt (SquidPhysics),"Squidography, Vol. IV",audio_features,0.756,0.591,2,-10.641,1,0.0271,0.00187,0.282,0.0697,0.77,97.011
0aaW1ZpMjO3A5tnAmUMrcH,Epic Sax,JR Serpent,Three Years from Now,audio_features,0.818,0.782,6,-7.733,1,0.0351,0.000204,0.894,0.128,0.971,130.732
6K6Wv1G0MLAEtOJR735x5H,Burnin' N' Itchin' - Ryanning Remix,"Lovely Peaches, Ryanning",Burnin' N' Itchin' (Ryanning Remix),audio_features,0.867,0.41,8,-6.784,1,0.124,0.000532,0.00076,0.283,0.133,139.978
7uC28XcDrIzIkXe4avLv5n,ok boomer,"Peter Kuli, Jed Will",ok boomer,audio_features,0.917,0.518,1,-2.318,1,0.425,0.0889,0,0.0709,0.599,129.879
7uMBc5uxQRZNFowjhxH9WL,Fuck You Bitch,Wheeler Walker Jr.,Redneck Shit,audio_features,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94e-06,0.147,0.452,118.709
6RvTtRyn7zVayLUWAJxd5Z,Hentai,S3RL,Hentai,audio_features,0.496,0.76,4,-4.281,1,0.393,0.000799,0.00285,0.368,0.422,174.944
1xOufOKaxfBlxG6l7ytHZ0,Seinfeld,Charlie's Angels,The Young Ones,audio_features,0.773,0.903,2,-6.638,1,0.0547,0.09,0.932,0.0406,0.965,110.478
2ng5lhEsASy6jgbOLg877a,Gas Pedal,"Sage The Gemini, Iamsu!",Remember Me (Deluxe Edition),audio_features,0.846,0.538,1,-8.059,1,0.0576,0.0272,0,0.123,0.441,97.536
3H6JUtLbiZh07T7GLiuTON,"My Neck, My Back",Khia,Thug Misses,audio_features,0.877,0.696,9,-2.296,0,0.138,0.0302,0,0.0478,0.747,102.055
0r2Bul2NuCViraT2zX1l5j,Get Low,"Lil Jon & The East Side Boyz, Ying Yang Twins",Kings Of Crunk,audio_features,0.521,0.625,1,-7.47,1,0.067,0.0301,0,0.121,0.136,101.019
0jWV8J0UUfvh64Gpqn3Xop,Don't Talk to Me,"Cal Chuchesta, Fellatia Geisha",Don't Talk to Me,audio_features,0.959,0.252,5,-20.628,1,0.325,0.0397,0.000118,0.0712,0.594,119.971
2PEDTqoTTUefVpJfjlAGE4,Hey You There,Soulja Boy,iSouljaBoyTellem,audio_features,0.935,0.656,5,-9.513,0,0.401,0.0195,0,0.527,0.557,119.989
4uLU6hMCjMI75M1A2tKUQC,Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,audio_features,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309
1PmXm1881bonBI1AlG5uaH,"Livin' in the Sunlight, Lovin' in the Moon Light",Tiny Tim,God Bless Tiny Tim,audio_features,0.603,0.276,4,-19.238,1,0.0871,0.911,0.00237,0.484,0.86,99.561
3JaKlOxGyK5S38uI2YabYn,Why You Always Lying?,Nicholas Fraser,Why You Always Lying?,audio_features,0.785,0.504,2,-8.423,1,0.133,0.175,0,0.047,0.709,99.464
3sTN90bIP2cJ1783ctHykO,Love$ick (feat. A$AP Rocky),"Mura Masa, A$AP Rocky",Mura Masa,audio_features,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753
7yotKA30dwTKNEGomV9ZsI,KOD,J. Cole,KOD,audio_features,0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882
4RMqA9GixWNB7H6coZFXJN,What You Want,"Belly, The Weeknd",What You Want (feat. The Weeknd),audio_features,0.511,0.852,2,-3.895,1,0.468,0.118,0,0.0901,0.316,163.863
2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",Die Lit,audio_features,0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075
09IOPhEh1OMe0HD9b36FJk,Over Now,Post Malone,beerbongs & bentleys,audio_features,0.569,0.777,4,-4.041,0,0.0834,0.139,0,0.132,0.181,164.027
7eoc4NXsvViqcTFtVjJoz6,VIRAALI,ibe,VIRAALI,audio_features,0.87,0.621,10,-8.951,0,0.386,0.345,0,0.101,0.622,118.876
4rv1ww0dUwFZcDVPqhcOcX,Try Me,The Weeknd,"My Dear Melancholy,",audio_features,0.466,0.672,8,-5.777,0,0.068,0.622,0.00108,0.147,0.108,91.673
794QVQtFNy7hvtjQP1keQd,1942 (feat. Yo Gotti & YBN Nahmir),"G-Eazy, Yo Gotti, YBN Nahmir",1942 (feat. Yo Gotti & YBN Nahmir),audio_features,0.817,0.646,4,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898
04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,Bored,audio_features,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",audio_features,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
57nOpVSc3j9o03Cr928ZM4,what are you so afraid of,XXXTENTACION,SKINS,audio_features,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369
4tGjoffVHvUvb5RDE60sjX,Losin Control,Russ,Losin Control,audio_features,0.761,0.247,6,-6.597,1,0.145,0.51,0.000275,0.0968,0.262,97.013
43gEzN0bhmPtzXDuwItJuf,Kauas,Fabe,Hulluks / Kauas,audio_features,0.616,0.677,6,-7.13,1,0.0493,0.217,0,0.146,0.17,144.004
42BPkIUReoFcwnywqKtaMb,Kaikki On Hyvin,Paperi T,Kaikki On Hyvin,audio_features,0.529,0.643,4,-8.532,1,0.151,0.702,0.0386,0.121,0.44,142.979
4TlZtoFcV9fKSxs3RVy9Td,Karma - Skit,Juice WRLD,Goodbye & Good Riddance,audio_features,0.652,0.218,2,-18.186,1,0.206,0.933,5.11e-05,0.591,0.688,114.424
3oGbHF3Kdwf3AsRCbBjUxu,Moon & Stars (feat. Maggie Lindemann),"$NOT, Maggie Lindemann",- TRAGEDY +,audio_features,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,audio_features,0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088
51Of5p3lKZeOg6itfs4og4,Lovefool,twocolors,Lovefool,audio_features,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,audio_features,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148
1bIEvOOqf2V3QBrFiClE3Y,Leave Em Alone,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",Leave Em Alone,audio_features,0.517,0.747,6,-4.74,0,0.296,0.0189,7.35e-06,0.0821,0.506,102.033
5LAh3ij3AWheivzQkr1yso,Kokonaan,Fabe,Fabe EP,audio_features,0.645,0.622,2,-4.346,1,0.178,0.137,0,0.137,0.556,92.847
6WbTTAGKrQtCQvmc5BuYfh,Girls in the Hood,Megan Thee Stallion,Girls in the Hood,audio_features,0.821,0.863,6,-3.159,1,0.353,0.00824,0,0.0377,0.874,180.013
3dVvWnj4D8JGkKvo6Hucso,TROLLZ (with Nicki Minaj),"6ix9ine, Nicki Minaj",TROLLZ (with Nicki Minaj),audio_features,0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006
1mnQEp3ySFIn18UpKUiQCw,Bankrupt,Cuban Doll,Aaliyah Keef,audio_features,0.838,0.591,1,-5.082,1,0.401,0.0247,0,0.326,0.12,94.016
7MzdabRS2Rbd2kZSZS91Wy,Clout Chasin',City Girls,Girl Code,audio_features,0.79,0.636,1,-5.544,1,0.265,0.00341,0,0.117,0.436,172.025
41xKiK40e7MFu1bqcGSz1d,PUNANI,6ix9ine,PUNANI,audio_features,0.841,0.541,9,-7.121,1,0.229,0.0186,0,0.123,0.42,97.961
6HacZ1Cd0NPtMWvkUFs0n8,Vastuu,"Turisti, MELO, KC",Vastuu,audio_features,0.702,0.621,1,-6.905,1,0.246,0.106,0,0.121,0.815,179.056
3fKdTr6Uv8HTb92Ih3QWxa,Pretty Girls,iann dior,I'm Gone,audio_features,0.732,0.511,6,-6.779,1,0.0541,0.276,0,0.0916,0.62,96.946
6x8V3kUNlhVbwRbVP0QeSS,Lying (feat. Lil Tjay),"PRETTYMUCH, Lil Tjay",Lying (feat. Lil Tjay),audio_features,0.594,0.75,11,-3.693,0,0.0625,0.00367,0,0.166,0.328,142.023
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,"Kanye West, PARTYNEXTDOOR",ye,audio_features,0.573,0.545,7,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378
4ejyZ4uJEXUURcgKp1kP8v,After Hours,The Weeknd,After Hours,audio_features,0.663,0.567,5,-5.941,0,0.0309,0.0938,0.00978,0.124,0.139,108.959
47jaU3zdmK3jCreijIdrK5,Hiljaa,"Fabe, SHRTY",Fabe EP,audio_features,0.753,0.471,5,-7.909,0,0.257,0.0781,0,0.117,0.384,81.632
0DILU9jjSTnCv1dcbUH3ib,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),"iann dior, Machine Gun Kelly, Travis Barker",I'm Gone,audio_features,0.748,0.492,11,-8.584,1,0.0498,0.151,0,0.146,0.483,145.097
46ydq5g3k17iLJs3qMDvO6,Hurts So Good,Astrid S,Astrid S,audio_features,0.675,0.609,7,-5.027,0,0.0586,0.084,0,0.0957,0.378,120.039
567CrVjCl2p3qmZqMKfOD9,Don't Wanna Breathe,Kodak Black,Project Baby 2: All Grown Up,audio_features,0.709,0.6,8,-7.079,0,0.102,0.282,0,0.134,0.345,142.02
37AGgp9VP8TVJBfEat74Bj,Candy (feat. Trippie Redd),"Machine Gun Kelly, Trippie Redd",Hotel Diablo,audio_features,0.744,0.638,5,-4.86,0,0.049,0.00829,0,0.182,0.48,98.019
7aAtGNjIhQACzOvmEINlJ6,Rose Colored Glasses,Kelly Rowland,Rose Colored Glasses,audio_features,0.724,0.769,9,-4.862,0,0.0471,0.028,1.75e-05,0.0457,0.313,98.033
0Tb5CCa5fdrKzTT2wYCVxq,Not Friendly,Flo Milli,Not Friendly,audio_features,0.881,0.781,1,-4.932,1,0.184,0.0523,0,0.0928,0.659,139.977
2gSbNY2qXZ5mPVixrMaFrY,3 Musketeers,"NextYoungin, ppcocaine",3 Musketeers,audio_features,0.91,0.617,0,-10.234,1,0.0847,0.258,0,0.122,0.572,104.972
4Hpib09wXgD84w4uwTPnYD,Tap In,Saweetie,Tap In,audio_features,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036
4tYpkgBjxxin7SiUBW0Rtq,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),"Mozzy, Iamsu!, Yo Gotti, DeJ Loaf",Gangland Landlord,audio_features,0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716
7hdR7gLsPQ6EXGeghibSK3,Cocky Af,Megan Thee Stallion,Tina Snow,audio_features,0.628,0.621,4,-9.585,0,0.356,0.00629,0,0.113,0.528,130.016
3A2yGHWIzmGEIolwonU69h,Act Up,City Girls,Girl Code,audio_features,0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075
3yjpv3Rk2gkHhfhgBjiUKS,Hi Bich,Bhad Bhabie,15,audio_features,0.928,0.355,8,-9.181,1,0.123,0.16,0.000329,0.094,0.0715,120.042
0S56ARhyAIZ5OzFX54H2pH,Rules,Doja Cat,Rules,audio_features,0.604,0.712,7,-5.53,1,0.198,0.141,0,0.141,0.685,71.976
3gTK8TzE4on9Xe05QlVIFI,Big Booty (feat. Megan Thee Stallion),"Gucci Mane, Megan Thee Stallion",Woptober II,audio_features,0.826,0.767,1,-3.892,1,0.215,0.0308,0,0.113,0.436,159.973
2Xc9MR2NMc5IKPFKaEjt1k,Hot Girl,Megan Thee Stallion,Tina Snow,audio_features,0.761,0.637,10,-5.432,0,0.313,0.000278,0,0.251,0.374,185.904
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,"Eve, Gwen Stefani",Scorpion,audio_features,0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032
5MPPttjfGap2C6j6eKcO6J,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",Quality Control: Control The Streets Volume 2,audio_features,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003
2I6m7c5IfPR7za6B1im2X7,Money Good,Megan Thee Stallion,Fever,audio_features,0.829,0.748,5,-4.626,0,0.43,0.0215,0,0.148,0.81,176.953
5vZDl7Jr6GmtJjnziKSBqN,Check,Meek Mill,Dreams Worth More Than Money,audio_features,0.672,0.573,1,-7.708,1,0.277,0.000268,0,0.109,0.693,179.953
0zO8ctW0UiuOefR87OeJOZ,Collard Greens,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),audio_features,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West,ye,audio_features,0.669,0.419,1,-6.724,0,0.522,0.376,0,0.187,0.0397,109.813
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,In My Room,audio_features,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037
5mIOsPuQdXchVY0jB5NO9Q,4EVER,Clairo,4EVER,audio_features,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,Wiped Out!,audio_features,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012
1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,"Kanye West, Rick Ross",My Beautiful Dark Twisted Fantasy,audio_features,0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082
7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,Blonde,audio_features,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815
4RI9eX7jNcdaQOJifn7t6z,Pound Cake / Paris Morton Music 2,"Drake, JAY-Z",Nothing Was The Same (Deluxe),audio_features,0.521,0.762,2,-6.746,1,0.529,0.138,1.11e-05,0.114,0.266,164.09
49QVOdWgGagzLrThkIqtK6,Scared Of Love,Juice WRLD,Goodbye & Good Riddance,audio_features,0.642,0.562,11,-4.869,0,0.0812,0.032,0,0.168,0.177,158.001
0INehbMZOFPnaPBAjK97i3,I'll Be Fine,Juice WRLD,Goodbye & Good Riddance,audio_features,0.523,0.678,8,-6.071,1,0.0692,0.000616,0,0.142,0.277,159.909
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,audio_features,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995
6S6FVfLInBO3NcC1BsJPYv,Drip Like ME,Kenndog,Year of the Dog,audio_features,0.954,0.607,0,-8.725,0,0.214,0.0621,0,0.104,0.46,103.988
1fah1uAs7HeTYDlNftKr3K,Put Your Records On,Ritt Momney,Put Your Records On,audio_features,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066
0AUvWawuP0ibk4SQ3sIZjk,Daisy,Ashnikko,Daisy,audio_features,0.834,0.663,8,-6.143,1,0.133,0.235,0,0.372,0.774,121.876
0wYOlCybpxFc2azWLyYj0S,Lets Link,WhoHeem,Lets Link,audio_features,0.839,0.683,10,-9.232,0,0.165,0.00667,0,0.241,0.522,120.003
2RrZbxdl9nuFMCrO71tXTG,Eyes Blue Like The Atlantic,"Sista Prod, Subvrbs",Eyes Blue Like The Atlantic,audio_features,0.736,0.279,9,-16.926,0,0.903,0.65,0.000312,0.246,0.476,76.431
6NwyHRfUVnUBUZW9W5McAZ,Pull Up,LMB DG,Pull Up,audio_features,0.777,0.495,4,-12.427,0,0.175,0.333,7.7e-06,0.11,0.409,125.966
5hGSM1NIumwLgI0Y97X9xB,New Thang,Redfoo,Party Rock Mansion,audio_features,0.743,0.841,0,-5.189,1,0.0391,0.0156,0,0.133,0.814,100.003
6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),audio_features,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964
6HlE9t71z9DjGi7KqSyEpA,Deep End,Fousheé,Deep End,audio_features,0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749
7HbnX1fxCAoPa7nRVFSEFW,Said Sum (feat. City Girls & DaBaby) - Remix,"Moneybagg Yo, City Girls, DaBaby",Said Sum (feat. City Girls & DaBaby) [Remix],audio_features,0.913,0.625,10,-6.901,0,0.334,0.0168,0,0.125,0.298,126.915
0YYNIGKgAk34vZkV2NySie,THICK,"DJ Chose, BeatKing",THICK,audio_features,0.87,0.752,4,-6.615,1,0.372,0.0352,1.1e-06,0.269,0.591,145.118
55Am8neGJkdj2ADaM3aw5H,Train Wreck,James Arthur,Back from the Edge,audio_features,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355
2gam98EZKrF9XuOkU13ApN,Promiscuous,"Nelly Furtado, Timbaland",Loose,audio_features,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
3VxOgQ9o1aKonFx4d5lPR3,Canceled,Larray,Canceled,audio_features,0.647,0.803,11,-5.36,0,0.389,0.137,4.06e-06,0.0952,0.55,82.108
0y9fkzOaaQy4Up22BGUbIp,Backyard Boy,Claire Rosinkranz,BeVerly Hills BoYfRiEnd,audio_features,0.819,0.642,5,-7.037,1,0.189,0.336,0,0.0735,0.452,138.026
5i7ThJfYLAzp2DyZuFpF6j,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,Heart Of Glass / Midnight Sky,audio_features,0.58,0.908,4,-5.303,1,0.0341,0.000335,4.84e-05,0.087,0.427,115.016
1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),"Metro Boomin, Gunna",NOT ALL HEROES WEAR CAPES (Deluxe),audio_features,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),"24kGoldn, iann dior",Mood (feat. iann dior),audio_features,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989
4Z5FyQlevoHoa5FsIVKZju,PRACTICE,DaBaby,BLAME IT ON BABY (DELUXE),audio_features,0.849,0.536,1,-7.307,1,0.349,0.0239,0,0.126,0.308,141.964
6hLZzCS4E7AWo3PRBWy6az,Whole Lotta Choppas,Sada Baby,Whole Lotta Choppas,audio_features,0.926,0.762,1,-1.887,1,0.205,0.000718,0,0.117,0.277,127.931
614OkajfRPH8V0ugNQnduP,Upside Down,JVKE,Upside Down,audio_features,0.88,0.501,2,-6.774,1,0.062,0.0494,0.0695,0.436,0.459,120.038
7bCfHiRcfUjG0YVVNUL7Ve,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",E-GIRLS ARE RUINING MY LIFE!,audio_features,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
